"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Region","Census Region Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"100+ years","100+","Census Region 1: Northeast","CENS-R1","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 1: Northeast","CENS-R1","2017","2017",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 1: Northeast","CENS-R1","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 1: Northeast","CENS-R1","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 1: Northeast","CENS-R1","2020","2020",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2002","2002",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2010","2010",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2017","2017",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 2: Midwest","CENS-R2","2020","2020",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2005","2005",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2012","2012",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2017","2017",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2019","2019",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 3: South","CENS-R3","2020","2020",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2002","2002",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2012","2012",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2015","2015",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2016","2016",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2017","2017",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2018","2018",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2019","2019",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100+","Census Region 4: West","CENS-R4","2020","2020",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2000","2000",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2001","2001",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2002","2002",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2006","2006",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2009","2009",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2010","2010",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2011","2011",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2014","2014",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2015","2015",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2016","2016",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2017","2017",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2018","2018",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2019","2019",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 1: Northeast","CENS-R1","2020","2020",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","1999","1999",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2000","2000",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2001","2001",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2002","2002",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2003","2003",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2004","2004",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2005","2005",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2006","2006",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2007","2007",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2008","2008",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2009","2009",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2010","2010",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2011","2011",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2012","2012",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2013","2013",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Census Region 2: Midwest","CENS-R2","2014","2014",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
